,MAO,ITA,BOR,MNC
2017-08-30,24.08,10.00,13.48,14.07
2017-08-31,23.83,9.82,13.38,13.84
2017-09-01,23.61,9.61,13.26,13.57
2017-09-02,23.37,9.49,13.10,13.31
2017-09-03,23.13,9.32,12.95,13.03
2017-09-04,22.88,9.14,12.80,12.75
2017-09-05,22.64,9.06,12.63,12.47
2017-09-06,22.39,8.76,12.47,12.22
2017-09-07,22.14,8.49,12.34,12.00
2017-09-08,21.88,8.27,12.10,11.78
2017-09-09,21.64,8.07,11.92,11.57
2017-09-10,21.40,7.88,11.71,11.36
2017-09-11,21.17,7.68,11.52,11.16
2017-09-12,20.92,7.41,11.35,10.94
2017-09-13,20.69,7.21,11.20,10.72
2017-09-14,20.50,7.06,11.06,10.54
2017-09-15,20.27,6.96,10.89,10.35
2017-09-16,20.11,6.88,10.71,10.18
2017-09-17,19.95,6.60,10.59,10.04
2017-09-18,19.80,6.41,10.54,9.84
2017-09-19,19.61,6.19,10.48,9.64
2017-09-20,19.42,6.06,10.43,9.48
2017-09-21,19.21,5.95,10.35,9.31
2017-09-22,19.02,5.81,10.22,9.14
2017-09-23,18.84,5.64,10.13,8.95
2017-09-24,18.67,5.65,9.80,8.78
2017-09-25,18.50,5.41,9.82,8.63
2017-09-26,18.38,5.29,9.81,8.46
2017-09-27,18.27,5.15,9.80,8.34
2017-09-28,18.14,5.05,9.79,8.22
2017-09-29,18.00,4.89,9.75,8.10
2017-09-30,17.88,4.77,9.71,8.04
2017-10-01,17.76,4.54,9.64,8.01
2017-10-02,17.65,4.37,9.62,7.98
2017-10-03,17.52,4.36,9.56,7.97
2017-10-04,17.45,4.36,9.43,7.96
2017-10-05,17.39,4.35,9.36,7.99
2017-10-06,17.34,4.34,9.31,8.05
2017-10-07,17.36,4.33,9.25,8.08
2017-10-08,17.39,4.33,9.22,8.10
2017-10-09,17.42,4.32,9.17,8.16
2017-10-10,17.42,4.34,9.14,8.20
2017-10-11,17.42,4.34,9.12,8.23
2017-10-12,17.43,4.34,9.14,8.26
2017-10-13,17.45,4.34,9.14,8.28
2017-10-14,17.48,4.34,9.15,8.31
2017-10-15,17.51,4.35,9.16,8.32
2017-10-16,17.55,4.35,9.16,8.34
2017-10-17,17.59,4.36,9.16,8.38
2017-10-18,17.64,4.38,9.16,8.40
2017-10-19,17.68,4.40,9.13,8.42
2017-10-20,17.70,4.43,9.13,8.44
2017-10-21,17.72,4.45,9.10,8.45
2017-10-22,17.73,4.44,9.03,8.47
2017-10-23,17.74,4.43,9.04,8.47
2017-10-24,17.75,4.43,9.04,8.48
2017-10-25,17.76,4.42,9.02,8.46
2017-10-26,17.77,4.44,9.01,8.46
2017-10-27,17.78,4.42,9.01,8.48
2017-10-28,17.79,4.42,8.97,8.47
2017-10-29,17.79,4.42,8.97,8.47
2017-10-30,17.79,4.42,8.97,8.50
2017-10-31,17.78,4.39,8.97,8.53
2017-11-01,17.78,4.35,8.97,8.57
2017-11-02,17.79,4.35,8.97,8.63
2017-11-03,17.80,4.35,8.98,8.70
2017-11-04,17.84,4.34,8.99,8.77
2017-11-05,17.89,4.41,9.02,8.87
2017-11-06,17.94,4.54,9.05,8.97
2017-11-07,17.99,4.63,9.11,9.07
2017-11-08,18.07,4.67,9.20,9.17
2017-11-09,18.17,4.75,9.51,9.27
2017-11-10,18.24,4.81,9.53,9.37
2017-11-11,18.31,4.87,9.52,9.46
2017-11-12,18.39,4.95,9.80,9.54
2017-11-13,18.47,5.01,9.95,9.62
2017-11-14,18.53,5.06,10.10,9.70
2017-11-15,18.59,5.11,10.17,9.77
2017-11-16,18.66,5.17,10.29,9.83
2017-11-17,18.71,5.24,10.38,9.88
2017-11-18,18.76,5.30,10.50,9.93
2017-11-19,18.80,5.33,10.59,9.97
2017-11-20,18.83,5.39,10.70,10.01
2017-11-21,18.87,5.44,10.88,10.07
2017-11-22,18.92,5.49,11.11,10.10
2017-11-23,18.96,5.54,11.35,10.11
2017-11-24,19.00,5.60,11.39,10.17
2017-11-25,19.04,5.65,11.44,10.25
2017-11-26,19.09,5.67,11.49,10.31
2017-11-27,19.14,5.72,11.53,10.33
2017-11-28,19.19,5.75,11.57,10.38
2017-11-29,19.23,5.78,11.59,10.42
2017-11-30,19.27,5.80,11.65,10.46
2017-12-01,19.29,5.84,11.66,10.50
2017-12-02,19.31,5.87,11.71,10.51
2017-12-03,19.32,5.90,11.83,10.54
2017-12-04,19.33,5.95,11.88,10.56
2017-12-05,19.34,5.99,11.92,10.58
2017-12-06,19.36,6.02,11.97,10.60
2017-12-07,19.38,6.02,12.04,10.61
2017-12-08,19.31,6.03,12.09,10.61
2017-12-09,19.39,6.05,12.16,10.62
2017-12-10,19.39,6.07,12.24,10.64
2017-12-11,19.39,6.09,12.33,10.67
2017-12-12,19.40,6.13,12.43,10.68
2017-12-13,19.42,6.16,12.57,10.70
2017-12-14,19.43,6.19,12.71,10.73
2017-12-15,19.45,6.21,12.83,10.75
2017-12-16,19.47,6.24,12.94,10.79
2017-12-17,19.49,6.28,13.01,10.83
2017-12-18,19.52,6.33,13.07,10.89
2017-12-19,19.54,6.36,13.17,10.97
2017-12-20,19.59,6.40,13.27,11.03
2017-12-21,19.69,6.47,13.38,11.09
2017-12-22,19.76,6.51,13.51,11.16
2017-12-23,19.83,6.59,13.61,11.24
2017-12-24,19.90,6.68,13.67,11.32
2017-12-25,19.98,6.74,13.73,11.42
2017-12-26,20.07,6.81,13.65,11.52
2017-12-27,20.16,6.92,13.93,11.62
2017-12-28,20.24,7.01,14.16,11.68
2017-12-29,20.33,7.05,14.22,11.79
2017-12-30,20.42,7.10,14.46,11.86
2017-12-31,20.51,7.18,14.60,11.94
2018-01-01,20.61,7.28,14.73,12.03
2018-01-02,20.71,7.34,14.88,12.09
2018-01-03,20.79,7.49,15.04,12.15
2018-01-04,20.87,7.61,15.20,12.22
2018-01-05,20.96,7.77,15.37,12.28
2018-01-06,21.05,7.83,15.49,12.33
2018-01-07,21.13,7.87,15.62,12.39
2018-01-08,21.21,7.96,15.70,12.45
2018-01-09,21.28,8.02,15.76,12.49
2018-01-10,21.34,8.10,15.83,12.52
2018-01-11,21.41,8.16,15.88,12.59
2018-01-12,21.48,8.21,15.98,12.64
2018-01-13,21.54,8.26,16.06,12.70
2018-01-14,21.59,8.31,16.14,12.73
2018-01-15,21.64,8.35,16.20,12.77
2018-01-16,21.70,8.39,16.24,12.82
2018-01-17,21.77,8.49,16.29,12.88
2018-01-18,21.86,8.55,16.35,12.93
2018-01-19,21.91,8.63,16.44,13.00
2018-01-20,21.95,8.69,16.54,13.05
2018-01-21,21.98,8.72,16.68,13.10
2018-01-22,22.01,8.78,16.71,13.16
2018-01-23,22.08,8.84,16.76,13.20
2018-01-24,22.15,8.90,16.80,13.26
2018-01-25,22.21,8.96,16.88,13.32
2018-01-26,22.26,9.01,16.96,13.39
2018-01-27,22.32,9.05,17.00,13.45
2018-01-28,22.38,9.12,17.10,13.52
2018-01-29,22.45,9.17,17.16,13.57
2018-01-30,22.50,9.24,17.22,13.63
2018-01-31,22.56,9.29,17.26,13.67
2018-02-01,22.61,9.33,17.30,13.78
2018-02-02,22.69,9.42,17.35,13.84
2018-02-03,22.77,9.51,17.44,13.91
2018-02-04,22.84,9.57,17.42,13.97
2018-02-05,22.91,9.65,17.49,14.04
2018-02-06,22.97,9.69,17.58,14.12
2018-02-07,23.04,9.72,17.70,14.17
2018-02-08,23.10,9.78,17.78,14.23
2018-02-09,23.15,9.84,17.88,14.28
2018-02-10,23.21,9.89,17.98,14.37
2018-02-11,23.27,9.97,18.08,14.44
2018-02-12,23.34,10.04,18.17,14.55
2018-02-13,23.42,10.11,18.24,14.60
2018-02-14,23.51,10.17,18.30,14.67
2018-02-15,23.57,10.26,18.38,14.77
2018-02-16,23.62,10.31,18.47,14.83
2018-02-17,23.68,10.40,18.60,14.87
2018-02-18,23.74,10.47,18.68,14.93
2018-02-19,23.81,10.55,18.74,14.99
2018-02-20,23.89,10.61,18.80,15.03
2018-02-21,23.94,10.67,18.86,15.07
2018-02-22,23.97,10.74,18.92,15.11
2018-02-23,24.01,10.80,18.97,15.14
2018-02-24,24.05,10.87,19.09,15.18
2018-02-25,24.09,10.91,19.12,15.21
2018-02-26,24.14,10.96,19.07,15.25
2018-02-27,24.19,10.99,19.04,15.30
2018-02-28,24.25,11.01,19.12,15.33
2018-03-01,24.28,11.04,19.21,15.35
2018-03-02,24.34,11.05,19.26,15.37
2018-03-03,24.37,11.08,19.26,15.41
2018-03-04,24.40,11.13,19.29,15.43
2018-03-05,24.42,11.15,19.36,15.45
2018-03-06,24.43,11.19,19.39,15.47
2018-03-07,24.45,11.20,19.39,15.50
2018-03-08,24.49,11.22,19.39,15.54
2018-03-09,24.51,11.23,19.42,15.54
2018-03-10,24.53,11.26,19.42,15.55
2018-03-11,24.54,11.28,19.42,15.54
2018-03-12,24.55,11.29,19.42,15.54
2018-03-13,24.55,11.30,19.38,15.54
2018-03-14,24.53,11.30,19.38,15.52
2018-03-15,24.51,11.30,19.39,15.54
2018-03-16,24.49,11.30,19.40,15.56
2018-03-17,24.49,11.31,19.43,15.56
2018-03-18,24.50,11.32,19.42,15.55
2018-03-19,24.51,11.33,19.42,15.55
2018-03-20,24.51,11.31,19.46,15.54
2018-03-21,24.51,11.31,19.53,15.52
2018-03-22,24.50,11.31,19.60,15.52
2018-03-23,24.48,11.32,19.66,15.52
2018-03-24,24.46,11.32,19.69,15.50
2018-03-25,24.45,11.32,19.73,15.49
2018-03-26,24.44,11.32,19.74,15.48
2018-03-27,24.41,11.32,19.74,15.47
2018-03-28,24.39,11.32,19.74,15.47
2018-03-29,24.41,11.33,19.76,15.47
2018-03-30,24.43,11.35,19.78,15.46
2018-03-31,24.45,11.37,19.80,15.47
2018-04-01,24.47,11.39,19.84,15.47
2018-04-02,24.48,11.41,19.84,15.48
2018-04-03,24.49,11.44,19.86,15.50
2018-04-04,24.51,11.45,19.93,15.53
2018-04-05,24.54,11.50,19.98,15.57
2018-04-06,24.59,11.55,20.03,15.60
2018-04-07,24.62,11.58,20.05,15.63
2018-04-08,24.66,11.62,20.09,15.68
2018-04-09,24.70,11.67,20.12,15.74
2018-04-10,24.78,11.71,20.15,15.81
2018-04-11,24.87,11.72,20.20,15.85
2018-04-12,24.93,11.75,20.25,15.90
2018-04-13,24.99,11.82,20.29,15.96
2018-04-14,25.05,11.88,20.33,16.00
2018-04-15,25.12,11.94,20.36,16.04
2018-04-16,25.19,12.00,20.38,16.10
2018-04-17,25.26,12.07,20.40,16.18
2018-04-18,25.32,12.09,20.42,16.24
2018-04-19,25.41,12.14,20.45,16.33
2018-04-20,25.48,12.20,20.48,16.39
2018-04-21,25.54,12.28,20.50,16.45
2018-04-22,25.61,12.28,20.53,16.51
2018-04-23,25.68,12.32,20.55,16.59
2018-04-24,25.75,12.39,20.60,16.64
2018-04-25,25.81,12.43,20.56,16.69
2018-04-26,25.86,12.46,20.56,16.75
2018-04-27,25.93,12.48,20.56,16.81
2018-04-28,26.00,12.52,20.56,16.87
2018-04-29,26.07,12.57,20.56,16.93
2018-04-30,26.15,12.61,20.52,16.99
2018-05-01,26.22,12.66,20.53,17.05
2018-05-02,26.28,12.71,20.53,17.10
2018-05-03,26.33,12.74,20.53,17.17
2018-05-04,26.37,12.76,20.50,17.23
2018-05-05,26.44,12.77,20.49,17.29
2018-05-06,26.51,12.80,20.46,17.35
2018-05-07,26.59,12.86,20.39,17.40
2018-05-08,26.68,12.90,20.36,17.47
2018-05-09,26.76,12.94,20.35,17.52
2018-05-10,26.83,12.97,20.35,17.58
2018-05-11,26.89,13.00,20.33,17.62
2018-05-12,26.95,13.05,20.31,17.69
2018-05-13,27.02,13.09,20.30,17.74
2018-05-14,27.09,13.14,20.30,17.81
2018-05-15,27.18,13.20,20.29,17.87
2018-05-16,27.24,13.20,20.27,17.92
2018-05-17,27.27,13.20,20.26,17.97
2018-05-18,27.32,13.22,20.25,18.01
2018-05-19,27.37,13.23,20.23,18.06
2018-05-20,27.42,13.28,20.20,18.12
2018-05-21,27.48,13.34,20.18,18.17
2018-05-22,27.54,13.35,20.13,18.23
2018-05-23,27.59,13.38,20.12,18.29
2018-05-24,27.64,13.42,20.10,18.34
2018-05-25,27.70,13.44,20.10,18.39
2018-05-26,27.74,13.49,20.08,18.43
2018-05-27,27.78,13.51,20.05,18.47
2018-05-28,27.81,13.52,20.05,18.50
2018-05-29,27.86,13.55,20.04,18.53
2018-05-30,27.91,13.59,19.94,18.57
2018-05-31,27.94,13.60,19.94,18.61
2018-06-01,27.97,13.61,19.92,18.64
2018-06-02,28.02,13.61,19.83,18.66
2018-06-03,28.06,13.61,19.74,18.69
2018-06-04,28.10,13.63,19.71,18.72
2018-06-05,28.12,13.66,19.66,18.74
2018-06-06,28.13,13.64,19.62,18.77
2018-06-07,28.14,13.68,19.56,18.79
2018-06-08,28.16,13.70,19.50,18.82
2018-06-09,28.18,13.69,19.46,18.83
2018-06-10,28.20,13.69,19.42,18.86
2018-06-11,28.21,13.69,19.37,18.88
2018-06-12,28.22,13.68,19.32,18.89
2018-06-13,28.24,13.69,19.27,18.90
2018-06-14,28.26,13.69,19.23,18.91
2018-06-15,28.27,13.69,19.19,18.92
2018-06-16,28.28,13.69,19.16,18.93
2018-06-17,28.29,13.69,19.11,18.94
2018-06-18,28.30,13.70,19.04,18.99
2018-06-19,28.32,13.72,18.94,19.00
2018-06-20,28.34,13.72,18.88,19.01
2018-06-21,28.36,13.72,18.82,19.02
2018-06-22,28.37,13.72,18.79,19.03
2018-06-23,28.38,13.72,18.78,19.03
2018-06-24,28.38,13.70,18.78,19.04
2018-06-25,28.38,13.67,18.72,19.04
2018-06-26,28.38,13.63,18.68,19.04
2018-06-27,28.38,13.62,18.59,19.04
2018-06-28,28.37,13.62,18.53,19.04
2018-06-29,28.36,13.62,18.48,19.04
2018-06-30,28.35,13.62,18.37,19.03
2018-07-01,28.34,13.60,18.31,19.02
2018-07-02,28.32,13.60,18.23,19.02
2018-07-03,28.31,13.59,18.17,19.02
2018-07-04,28.30,13.54,18.07,19.01
2018-07-05,28.29,13.52,17.98,19.00
2018-07-06,28.27,13.50,17.90,18.99
2018-07-07,28.26,13.49,17.83,18.98
2018-07-08,28.26,13.47,17.79,18.97
2018-07-09,28.26,13.44,17.77,18.98
2018-07-10,28.26,13.42,17.72,18.97
2018-07-11,28.26,13.42,17.67,18.97
2018-07-12,28.26,13.41,17.62,18.95
2018-07-13,28.25,13.41,17.56,18.94
2018-07-14,28.24,13.40,17.50,18.92
2018-07-15,28.23,13.36,17.45,18.90
2018-07-16,28.21,13.36,17.41,18.89
2018-07-17,28.19,13.34,17.36,18.87
2018-07-18,28.18,13.32,17.32,18.85
2018-07-19,28.17,13.31,17.27,18.83
2018-07-20,28.15,13.30,17.21,18.79
2018-07-21,28.13,13.28,17.17,18.77
2018-07-22,28.11,13.25,17.11,18.73
2018-07-23,28.08,13.22,17.02,18.69
2018-07-24,28.05,13.18,16.93,18.65
2018-07-25,28.01,13.15,16.82,18.60
2018-07-26,27.96,13.11,16.76,18.56
2018-07-27,27.93,13.08,16.71,18.52
2018-07-28,27.90,13.04,16.68,18.48
2018-07-29,27.86,13.00,16.66,18.42
2018-07-30,27.82,12.98,16.62,18.38
2018-07-31,27.79,12.94,16.57,18.34
2018-08-01,27.75,12.91,16.53,18.28
2018-08-02,27.71,12.87,16.45,18.22
2018-08-03,27.66,12.81,16.38,18.16
2018-08-04,27.62,12.77,16.30,18.10
2018-08-05,27.57,12.72,16.23,18.03
2018-08-06,27.52,12.68,16.17,17.99
2018-08-07,27.47,12.63,16.12,17.93
2018-08-08,27.41,12.59,16.07,17.86
2018-08-09,27.37,12.53,15.97,17.79
2018-08-10,27.32,12.49,15.86,17.73
2018-08-11,27.27,12.43,15.83,17.66
2018-08-12,27.22,12.37,15.78,17.60
2018-08-13,27.16,12.32,15.69,17.53
2018-08-14,27.10,12.27,15.62,17.46
2018-08-15,27.02,12.21,15.58,17.39
2018-08-16,26.95,12.15,15.55,17.32
2018-08-17,26.87,12.10,15.51,17.25
2018-08-18,26.83,12.06,15.46,17.17
2018-08-19,26.78,12.01,15.32,17.11
2018-08-20,26.73,11.97,15.27,17.03
2018-08-21,26.67,11.91,15.25,16.97
2018-08-22,26.61,11.85,15.24,16.89
2018-08-23,26.54,11.80,15.22,16.83
2018-08-24,26.46,11.74,15.16,16.75
2018-08-25,26.38,11.67,15.12,16.65
2018-08-26,26.30,11.60,15.13,16.57
2018-08-27,26.21,11.51,15.12,16.49
2018-08-28,26.11,11.47,15.10,16.41
2018-08-29,26.02,11.40,15.10,16.34
2018-08-30,25.92,11.31,15.08,16.25
2018-08-31,25.79,11.26,15.06,16.16
2018-09-01,25.72,11.16,15.04,16.06
2018-09-02,25.64,11.10,14.94,15.98
2018-09-03,25.56,11.03,14.80,15.90
2018-09-04,25.46,10.93,14.60,15.82
2018-09-05,25.36,10.82,14.36,15.72
2018-09-06,25.25,10.76,14.18,15.68
2018-09-07,25.15,10.67,14.10,15.58
2018-09-08,25.05,10.59,14.03,15.50
2018-09-09,24.95,10.51,13.94,15.40
2018-09-10,24.84,10.44,13.87,15.30
2018-09-11,24.76,10.37,13.82,15.19
2018-09-12,24.65,10.29,13.70,15.08
2018-09-13,24.55,10.14,13.58,14.98
2018-09-14,24.46,10.02,13.44,14.89
2018-09-15,24.36,9.96,13.30,14.79
2018-09-16,24.26,9.92,13.13,14.68
2018-09-17,24.15,9.87,13.03,14.56
2018-09-18,24.03,9.79,12.95,14.43
2018-09-19,23.93,9.69,12.88,14.36
2018-09-20,23.81,9.60,12.82,14.18
2018-09-21,23.70,9.47,12.76,14.03
2018-09-22,23.58,9.33,12.69,13.83
2018-09-23,23.46,9.26,12.58,13.69
2018-09-24,23.33,9.15,12.50,13.55
2018-09-25,23.21,9.05,12.36,13.42
2018-09-26,23.06,8.95,12.30,13.23
2018-09-27,22.91,8.83,12.14,13.07
2018-09-28,22.77,8.77,12.04,12.89
2018-09-29,22.60,8.58,11.92,12.74
2018-09-30,22.43,8.45,11.78,12.55
2018-10-01,22.25,8.33,11.66,12.07
2018-10-02,22.09,8.20,11.54,11.84
2018-10-03,21.89,8.06,11.44,11.71
2018-10-04,21.67,7.89,11.28,11.60
2018-10-05,21.44,7.79,11.15,11.33
2018-10-06,21.40,7.60,11.05,11.09
2018-10-07,21.36,7.39,10.98,10.80
2018-10-08,21.33,7.22,10.90,10.57
2018-10-09,21.27,6.98,10.74,10.28
2018-10-10,21.21,6.82,10.61,10.07
2018-10-11,21.07,6.59,10.47,9.89
2018-10-12,20.81,6.44,10.32,9.53
2018-10-13,20.55,6.21,10.18,9.32
2018-10-14,20.28,5.96,10.02,9.06
2018-10-15,20.01,5.87,9.90,9.00
2018-10-16,19.77,5.66,9.83,8.82
2018-10-17,19.49,5.48,9.75,8.66
2018-10-18,19.24,5.29,9.67,8.52
2018-10-19,18.99,5.08,9.57,8.39
2018-10-20,18.87,4.91,9.54,8.31
2018-10-21,18.77,4.78,9.53,8.24
2018-10-22,18.67,4.68,9.54,8.17
2018-10-23,18.56,4.53,9.54,8.14
2018-10-24,18.44,4.41,9.54,8.10
2018-10-25,18.31,4.34,9.58,8.07
2018-10-26,18.11,4.29,9.62,8.04
2018-10-27,17.89,4.25,9.64,8.03
2018-10-28,17.67,4.17,9.69,8.00
2018-10-29,17.46,4.05,9.75,7.84
2018-10-30,17.29,4.00,9.75,7.83
2018-10-31,17.21,4.00,9.79,7.81
2018-11-01,17.16,3.97,9.86,7.80
2018-11-02,17.13,3.94,9.86,7.80
2018-11-03,17.11,3.92,9.86,7.79
2018-11-04,17.08,3.90,9.89,7.78
2018-11-05,17.05,3.90,10.00,7.77
2018-11-06,17.05,3.91,10.15,7.77
2018-11-07,17.05,3.94,10.31,7.79
2018-11-08,17.05,4.02,10.45,7.83
2018-11-09,17.07,4.02,10.58,7.88
2018-11-10,17.08,4.07,10.77,7.95
2018-11-11,17.10,4.10,10.78,8.02
2018-11-12,17.12,4.15,10.80,8.10
2018-11-13,17.17,4.17,10.80,8.18
2018-11-14,17.21,4.19,10.80,8.30
2018-11-15,17.26,4.23,10.82,8.42
2018-11-16,17.32,4.27,10.85,8.52
2018-11-17,17.39,4.30,10.93,8.61
2018-11-18,17.47,4.36,11.04,8.69
2018-11-19,17.55,4.41,11.07,8.79
2018-11-20,17.63,4.47,11.16,8.87
2018-11-21,17.72,4.60,11.40,8.93
2018-11-22,17.79,4.68,11.51,9.04
2018-11-23,17.88,4.73,11.61,9.13
2018-11-24,17.96,4.78,11.72,9.21
2018-11-25,18.03,4.87,11.79,9.29
2018-11-26,18.11,4.95,11.83,9.37
2018-11-27,18.18,5.03,12.02,9.47
2018-11-28,18.27,5.10,12.17,9.58
2018-11-29,18.37,5.17,12.54,9.68
2018-11-30,18.49,5.23,12.86,9.79
2018-12-01,18.61,5.50,13.20,9.91
2018-12-02,18.73,5.58,13.42,10.07
2018-12-03,18.86,5.70,13.58,10.18
2018-12-04,19.01,5.81,13.76,10.37
2018-12-05,19.33,6.01,14.04,10.52
2018-12-07,19.50,6.39,14.48,10.86
2018-12-08,19.68,6.48,14.64,11.08
2018-12-09,19.88,6.63,14.95,11.25
2018-12-10,20.08,6.82,15.11,11.43
2018-12-11,20.29,7.03,15.22,11.57
2018-12-12,20.44,7.16,15.38,11.74
2018-12-13,20.61,7.39,15.52,11.91
2018-12-14,20.79,7.54,15.66,12.10
2018-12-15,20.96,7.68,15.84,12.27
2018-12-16,21.13,7.85,15.94,12.40
2018-12-17,21.29,7.98,16.00,12.52
2018-12-18,21.41,8.04,16.06,12.64
2018-12-19,21.55,8.11,16.09,12.76
2018-12-20,21.67,8.17,16.12,12.86
2018-12-21,21.77,8.30,16.16,12.97
2018-12-22,21.88,8.38,16.17,13.08
2018-12-23,21.98,8.50,16.19,13.18
2018-12-24,22.08,8.58,16.23,13.27
2018-12-25,22.18,8.66,16.28,13.38
2018-12-26,22.27,8.73,16.35,13.46
2018-12-27,22.36,8.84,16.40,13.55
2018-12-28,22.44,8.90,16.46,13.64
2018-12-29,22.51,8.97,16.52,13.72
2018-12-30,22.58,9.02,16.58,13.78
2018-12-31,22.64,9.05,16.68,13.85
2019-01-01,22.72,9.11,16.78,13.92
2019-01-02,22.79,9.16,16.85,14.02
2019-01-03,22.88,9.29,16.90,14.09
2019-01-04,22.99,9.33,16.97,14.16
2019-01-05,23.05,9.39,17.07,14.22
2019-01-06,23.10,9.49,17.18,14.30
2019-01-07,23.15,9.54,17.26,14.35
2019-01-08,23.21,9.61,17.33,14.41
2019-01-09,23.29,9.70,17.39,14.48
2019-01-10,23.35,9.76,17.47,14.59
2019-01-11,23.42,9.84,17.58,14.65
2019-01-12,23.48,9.89,17.65,14.70
2019-01-13,23.54,9.94,17.69,14.76
2019-01-14,23.59,9.99,17.76,14.80
2019-01-15,23.63,10.00,17.79,14.85
2019-01-16,23.69,10.04,17.89,14.90
2019-01-17,23.76,10.08,17.96,14.93
2019-01-18,23.81,10.12,18.04,14.98
2019-01-19,23.84,10.19,18.10,15.03
2019-01-20,23.87,10.24,18.17,15.07
2019-01-21,23.89,10.27,18.25,15.11
2019-01-22,23.92,10.35,18.33,15.19
2019-01-23,23.98,10.42,18.41,15.23
2019-01-24,24.04,10.49,18.44,15.28
2019-01-25,24.08,10.58,18.46,15.32
2019-01-26,24.12,10.61,18.50,15.37
2019-01-27,24.17,10.64,18.52,15.40
2019-01-28,24.22,10.67,18.54,15.44
2019-01-29,24.26,10.70,18.56,15.48
2019-01-30,24.29,10.72,18.59,15.50
2019-01-31,24.32,10.79,18.58,15.53
2019-02-01,24.36,10.81,18.67,15.60
2019-02-02,24.39,10.84,18.71,15.64
2019-02-03,24.43,10.85,18.75,15.69
2019-02-04,24.47,10.89,18.80,15.73
2019-02-05,24.51,10.96,18.85,15.77
2019-02-06,24.56,10.96,18.89,15.81
2019-02-07,24.60,10.96,18.93,15.86
2019-02-08,24.65,11.01,19.07,15.93
2019-02-09,24.70,11.16,19.09,15.99
2019-02-10,24.76,11.19,19.13,16.03
2019-02-11,24.82,11.22,19.19,16.08
2019-02-12,24.87,11.27,19.26,16.13
2019-02-13,24.91,11.33,19.35,16.17
2019-02-14,24.97,11.38,19.39,16.22
2019-02-15,25.02,11.41,19.46,16.25
2019-02-16,25.07,11.45,19.52,16.30
2019-02-17,25.12,11.53,19.62,16.35
2019-02-18,25.16,11.59,19.71,16.38
2019-02-19,25.22,11.60,19.76,16.41
2019-02-20,25.24,11.64,19.80,16.46
2019-02-21,25.26,11.69,19.83,16.53
2019-02-22,25.30,11.74,19.85,16.56
2019-02-23,25.36,11.79,19.92,16.61
2019-02-24,25.42,11.84,20.04,16.65
2019-02-25,25.47,11.89,20.03,16.68
2019-02-26,25.51,11.95,20.09,16.71
2019-02-27,25.55,11.99,20.16,16.76
2019-02-28,25.58,12.04,20.23,16.80
2019-03-01,25.61,12.08,20.23,16.84
2019-03-02,25.64,12.11,20.30,16.87
2019-03-03,25.67,12.12,20.33,16.89
2019-03-04,25.69,12.15,20.38,16.90
2019-03-05,25.70,12.15,20.44,16.93
2019-03-06,25.71,12.18,20.49,16.95
2019-03-07,25.71,12.21,20.52,16.96
2019-03-08,25.72,12.24,20.57,16.97
2019-03-09,25.73,12.27,20.58,16.99
2019-03-10,25.74,12.31,20.63,17.00
2019-03-11,25.76,12.33,20.67,17.03
2019-03-12,25.77,12.36,20.70,17.05
2019-03-13,25.79,12.43,20.76,17.06
2019-03-14,25.81,12.48,20.79,17.07
2019-03-15,25.81,12.48,20.83,17.09
2019-03-16,25.83,12.48,20.87,17.12
2019-03-17,25.85,12.48,20.90,17.14
2019-03-18,25.88,12.49,20.92,17.16
2019-03-19,25.90,12.53,20.93,17.18
2019-03-20,25.91,12.56,20.95,17.20
2019-03-21,25.91,12.59,20.96,17.23
2019-03-22,25.96,12.60,20.98,17.26
2019-03-23,25.99,12.61,20.98,17.28
2019-03-24,26.02,12.66,20.99,17.31
2019-03-25,26.04,12.67,20.99,17.34
2019-03-26,26.07,12.68,21.04,17.36
2019-03-27,26.08,12.68,21.09,17.38
2019-03-28,26.10,12.68,21.14,17.39
2019-03-29,26.12,12.72,21.12,17.47
2019-03-30,26.16,12.77,21.14,17.54
2019-03-31,26.21,12.81,21.14,17.56
2019-04-01,26.26,12.85,21.14,17.58
2019-04-02,26.30,12.87,21.14,17.60
2019-04-03,26.34,12.88,21.14,17.62
2019-04-04,26.37,12.91,21.16,17.66
2019-04-05,26.38,12.94,21.16,17.68
2019-04-06,26.41,12.97,21.18,17.69
2019-04-07,26.44,12.99,21.20,17.73
2019-04-08,26.48,13.04,21.23,17.79
2019-04-09,26.51,13.09,21.26,17.83
2019-04-10,26.56,13.12,21.28,17.86
2019-04-11,26.62,13.13,21.25,17.88
2019-04-12,26.66,13.15,21.28,17.95
2019-04-13,26.70,13.18,21.33,17.96
2019-04-14,26.73,13.21,21.36,18.00
2019-04-15,26.76,13.26,21.40,18.05
2019-04-16,26.80,13.29,21.39,18.11
2019-04-17,26.85,13.31,21.42,18.15
2019-04-18,26.89,13.32,21.42,18.20
2019-04-19,26.93,13.36,21.45,18.23
2019-04-20,26.98,13.39,21.46,18.28
2019-04-21,27.03,13.43,21.48,18.33
2019-04-22,27.09,13.46,21.48,18.37
2019-04-23,27.14,13.51,21.46,18.40
2019-04-24,27.20,13.54,21.47,18.43
2019-04-25,27.23,13.55,21.48,18.47
2019-04-26,27.26,13.58,21.48,18.50
2019-04-27,27.31,13.64,21.47,18.56
2019-04-28,27.36,13.69,21.48,18.59
2019-04-29,27.40,13.72,21.48,18.63
